,CIDADE,BAIRRO,BANCO,AGENCIA
18608,cruzeiro-do-oeste (5),centro (5),banco-do-brasil (1),BANCO DO BRASIL - AGÊNCIA 0516
18609,cruzeiro-do-oeste (5),centro (5),caixa-economica-federal (1),CAIXA - AGÊNCIA 3352
18610,cruzeiro-do-oeste (5),centro (5),banco-hsbc (1),HSBC - AGÊNCIA 0022
18611,cruzeiro-do-oeste (5),centro (5),itau-unibanco (1),ITAÚ - AGÊNCIA 3883
18612,cruzeiro-do-sul (1),centro (1),itau-unibanco (1),ITAÚ - AGÊNCIA 5091
18613,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 0009
18614,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 1244
18615,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 1622
18616,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 1628
18617,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 1863
18618,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 1869
18619,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 1876
18620,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 3041
18621,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 3051
18622,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 3262
18623,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 3273
18624,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 3306
18625,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 3404
18626,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 3406
18627,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 3793
18628,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 4781
18629,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 4795
18630,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 4818
18631,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 5269
18632,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 6992
18633,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 7414
18634,curitiba (0),centro (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 8569
18635,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 0098
18636,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 0548
18637,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 0566
18638,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 0655
18639,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 1656
18640,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 3721
18641,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 3761
18642,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 3833
18643,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 3835
18644,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 3878
18645,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 3891
18646,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 4011
18647,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 4012
18648,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 4014
18649,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 4122
18650,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 7016
18651,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 8616
18652,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 9089
18653,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 9282
18654,curitiba (0),centro (0),itau-unibanco (0),ITAÚ - AGÊNCIA 9313
18655,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 0049
18656,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 0426
18657,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 0489
18658,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 0585
18659,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 1342
18660,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 1845
18661,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 2006
18662,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 2012
18663,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 2101
18664,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 3051
18665,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 3099
18666,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 3220
18667,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 3285
18668,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 3287
18669,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 3451
18670,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 3645
18671,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 6349
18672,curitiba (0),centro (0),banco-bradesco (8),BRADESCO - AGÊNCIA 6602
18673,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 0084
18674,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 1269
18675,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 1270
18676,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 1273
18677,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 1635
18678,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 1794
18679,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 2027
18680,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 2133
18681,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 2189
18682,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 3114
18683,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 3415
18684,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 3525
18685,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 3732
18686,curitiba (0),centro (0),banco-santander (4),SANTANDER - AGÊNCIA 4524
18687,curitiba (0),centro (0),caixa-economica-federal (0),CAIXA - AGÊNCIA 0368
18688,curitiba (0),centro (0),caixa-economica-federal (0),CAIXA - AGÊNCIA 0369
18689,curitiba (0),centro (0),caixa-economica-federal (0),CAIXA - AGÊNCIA 0370
18690,curitiba (0),centro (0),caixa-economica-federal (0),CAIXA - AGÊNCIA 0373
18691,curitiba (0),centro (0),caixa-economica-federal (0),CAIXA - AGÊNCIA 0377
18692,curitiba (0),centro (0),caixa-economica-federal (0),CAIXA - AGÊNCIA 0663
18693,curitiba (0),centro (0),caixa-economica-federal (0),CAIXA - AGÊNCIA 0891
18694,curitiba (0),centro (0),caixa-economica-federal (0),CAIXA - AGÊNCIA 1000
18695,curitiba (0),centro (0),caixa-economica-federal (0),CAIXA - AGÊNCIA 3556
18696,curitiba (0),centro (0),caixa-economica-federal (0),CAIXA - AGÊNCIA 3640
18697,curitiba (0),centro (0),banco-hsbc (6),HSBC - AGÊNCIA 0003
18698,curitiba (0),centro (0),banco-hsbc (6),HSBC - AGÊNCIA 0038
18699,curitiba (0),centro (0),banco-hsbc (6),HSBC - AGÊNCIA 0054
18700,curitiba (0),centro (0),banco-hsbc (6),HSBC - AGÊNCIA 0123
18701,curitiba (0),centro (0),banco-hsbc (6),HSBC - AGÊNCIA 0124
18702,curitiba (0),centro (0),banco-hsbc (6),HSBC - AGÊNCIA 2921
18703,curitiba (0),centro (0),banco-bmg (2),BANCO BMG - AGÊNCIA 0006
18704,curitiba (0),centro (0),banco-bmg (2),BANCO BMG - AGÊNCIA 0052
18705,curitiba (0),centro (0),banco-safra (2),BANCO SAFRA - AGÊNCIA 0009
18706,curitiba (0),centro (0),banco-safra (2),BANCO SAFRA - AGÊNCIA 0172
18707,curitiba (0),centro (0),dourada-corretora (2),DOURADA CORRETORA - AGÊNCIA 0001
18708,curitiba (0),centro (0),dourada-corretora (2),DOURADA CORRETORA - AGÊNCIA 0001
18709,curitiba (0),centro (0),ativa-investimentos (1),ATIVA INVESTIMENTOS - AGÊNCIA 0001
18710,curitiba (0),centro (0),aymore (1),AYMORÉ - AGÊNCIA 0001
18711,curitiba (0),centro (0),banco-alfa-investimento (1),ALFA INVESTIMENTO - AGÊNCIA 0001
18712,curitiba (0),centro (0),banco-alfa (1),BANCO ALFA - AGÊNCIA 0007
18713,curitiba (0),centro (0),banco-citibank (1),CITIBANK - AGÊNCIA 0010
18714,curitiba (0),centro (0),banco-sicredi (1),BANCO SICREDI - AGÊNCIA 0700
18715,curitiba (0),centro (0),banco-daycoval (1),DAYCOVAL - AGÊNCIA 0011
18716,curitiba (0),centro (0),banco-industrial (1),BANCO INDUSTRIAL - AGÊNCIA 0004
18717,curitiba (0),centro (0),banco-indusval (1),BANCO INDUSVAL - AGÊNCIA 0002
18718,curitiba (0),centro (0),banco-intermedium (1),BANCO INTER - AGÊNCIA 0005
18719,curitiba (0),centro (0),banco-itau-bba (1),BANCO ITAÚ BBA - AGÊNCIA 0009
18720,curitiba (0),centro (0),banco-jp-morgan (1),BANCO J.P. MORGAN - AGÊNCIA 1385
18721,curitiba (0),centro (0),banco-mercantil (1),BANCO MERCANTIL - AGÊNCIA 0020
18722,curitiba (0),centro (0),banco-pine (1),BANCO PINE - AGÊNCIA 0003
18723,curitiba (0),centro (0),banco-rendimento (1),BANCO RENDIMENTO - AGÊNCIA 0008
18724,curitiba (0),centro (0),banco-sofisa (1),BANCO SOFISA - AGÊNCIA 0006
18725,curitiba (0),centro (0),banco-triangulo (1),BANCO TRIANGULO - AGÊNCIA 0017
18726,curitiba (0),centro (0),banco-votorantim (1),BANCO VOTORANTIM - AGÊNCIA 0006
18727,curitiba (0),centro (0),bv-financeira (1),BV FINANCEIRA - AGÊNCIA 0001
18728,curitiba (0),centro (0),china-construction-bank (1),CCB - AGÊNCIA 0016
18729,curitiba (0),centro (0),confidence-corretora (1),CONFIDENCE CORRETORA - AGÊNCIA 0001
18730,curitiba (0),centro (0),cotacao (1),COTAÇÃO - AGÊNCIA 0001
18731,curitiba (0),centro (0),deboni (1),DEBONI - AGÊNCIA 0001
18732,curitiba (0),centro (0),financeira-alfa (1),FINANCEIRA ALFA - AGÊNCIA 0001
18733,curitiba (0),centro (0),fomento-parana (1),FOMENTO PARANÁ - AGÊNCIA 0001
18734,curitiba (0),centro (0),guide-investimentos (1),GUIDE INVESTIMENTOS - AGÊNCIA 0001
18735,curitiba (0),centro (0),icaro-corretora (1),ÍCARO CORRETORA - AGÊNCIA 0001
18736,curitiba (0),centro (0),jmalucelli (1),J. MALUCELLI - AGÊNCIA 0001
18737,curitiba (0),centro (0),levycam-corretora (1),LEVYCAM CORRETORA - AGÊNCIA 0011
18738,curitiba (0),centro (0),ms-bank-banco-cambio (1),MS BANK BANCO - AGÊNCIA 0001
18739,curitiba (0),centro (0),novo-mundo-corretora (1),NOVO MUNDO - AGÊNCIA 0005
18740,curitiba (0),centro (0),oliveira-franco-corretora (1),OLIVEIRA FRANCO - AGÊNCIA 0001
18741,curitiba (0),centro (0),parana-banco (1),PARANÁ BANCO - AGÊNCIA 0001
18742,curitiba (0),centro (0),votorantim-asset-management (1),VOTORANTIM ASSET MGMT. - AGÊNCIA 0001
18743,curitiba (0),batel (8),banco-bradesco (4),BRADESCO - AGÊNCIA 1670
18744,curitiba (0),batel (8),banco-bradesco (4),BRADESCO - AGÊNCIA 2337
18745,curitiba (0),batel (8),banco-bradesco (4),BRADESCO - AGÊNCIA 2369
18746,curitiba (0),batel (8),banco-bradesco (4),BRADESCO - AGÊNCIA 2559
18747,curitiba (0),batel (8),banco-santander (4),SANTANDER - AGÊNCIA 3722
18748,curitiba (0),batel (8),banco-santander (4),SANTANDER - AGÊNCIA 3837
18749,curitiba (0),batel (8),banco-santander (4),SANTANDER - AGÊNCIA 3890
18750,curitiba (0),batel (8),banco-santander (4),SANTANDER - AGÊNCIA 3945
18751,curitiba (0),batel (8),itau-unibanco (4),ITAÚ - AGÊNCIA 1538
18752,curitiba (0),batel (8),itau-unibanco (4),ITAÚ - AGÊNCIA 4080
18753,curitiba (0),batel (8),itau-unibanco (4),ITAÚ - AGÊNCIA 7013
18754,curitiba (0),batel (8),itau-unibanco (4),ITAÚ - AGÊNCIA 9626
18755,curitiba (0),batel (8),banco-do-brasil (3),BANCO DO BRASIL - AGÊNCIA 1522
18756,curitiba (0),batel (8),banco-do-brasil (3),BANCO DO BRASIL - AGÊNCIA 4444
18757,curitiba (0),batel (8),banco-do-brasil (3),BANCO DO BRASIL - AGÊNCIA 4500
18758,curitiba (0),batel (8),banco-bnp-paribas (1),BANCO BNP PARIBAS - AGÊNCIA 0004
18759,curitiba (0),batel (8),banco-citibank (1),CITIBANK - AGÊNCIA 0070
18760,curitiba (0),batel (8),banco-petra (1),BANCO PETRA - AGÊNCIA 0001
18761,curitiba (0),batel (8),banco-rci (1),BANCO RCI - AGÊNCIA 0001
18762,curitiba (0),batel (8),banco-banif (1),BANIF - AGÊNCIA 0012
18763,curitiba (0),batel (8),banrisul (1),BANRISUL - AGÊNCIA 0195
18764,curitiba (0),batel (8),barigui-companhia-hipotecaria (1),BARIGUI COMPANHIA HIPOTECÁRIA - AGÊNCIA 0001
18765,curitiba (0),batel (8),barigui (1),BARIGUIS - AGÊNCIA 0001
18766,curitiba (0),batel (8),caixa-economica-federal (1),CAIXA - AGÊNCIA 1316
18767,curitiba (0),batel (8),confidence-corretora (1),CONFIDENCE CORRETORA - AGÊNCIA 0001
18768,curitiba (0),batel (8),correparti-corretora (1),CORREPARTI CORRETORA - AGÊNCIA 0001
18769,curitiba (0),batel (8),banco-hsbc (1),HSBC - AGÊNCIA 0099
18770,curitiba (0),batel (8),negresco (1),NEGRESCO - AGÊNCIA 0001
18771,curitiba (0),agua-verde (0),itau-unibanco (5),ITAÚ - AGÊNCIA 1568
18772,curitiba (0),agua-verde (0),itau-unibanco (5),ITAÚ - AGÊNCIA 3720
18773,curitiba (0),agua-verde (0),itau-unibanco (5),ITAÚ - AGÊNCIA 5141
18774,curitiba (0),agua-verde (0),itau-unibanco (5),ITAÚ - AGÊNCIA 8717
18775,curitiba (0),agua-verde (0),itau-unibanco (5),ITAÚ - AGÊNCIA 8783
18776,curitiba (0),agua-verde (0),banco-bradesco (4),BRADESCO - AGÊNCIA 2222
18777,curitiba (0),agua-verde (0),banco-bradesco (4),BRADESCO - AGÊNCIA 2673
18778,curitiba (0),agua-verde (0),banco-bradesco (4),BRADESCO - AGÊNCIA 2978
18779,curitiba (0),agua-verde (0),banco-bradesco (4),BRADESCO - AGÊNCIA 2996
18780,curitiba (0),agua-verde (0),caixa-economica-federal (4),CAIXA - AGÊNCIA 0581
18781,curitiba (0),agua-verde (0),caixa-economica-federal (4),CAIXA - AGÊNCIA 1482
18782,curitiba (0),agua-verde (0),caixa-economica-federal (4),CAIXA - AGÊNCIA 1565
18783,curitiba (0),agua-verde (0),caixa-economica-federal (4),CAIXA - AGÊNCIA 3877
18784,curitiba (0),agua-verde (0),banco-do-brasil (3),BANCO DO BRASIL - AGÊNCIA 2920
18785,curitiba (0),agua-verde (0),banco-do-brasil (3),BANCO DO BRASIL - AGÊNCIA 4395
18786,curitiba (0),agua-verde (0),banco-do-brasil (3),BANCO DO BRASIL - AGÊNCIA 8129
18787,curitiba (0),agua-verde (0),banco-santander (3),SANTANDER - AGÊNCIA 1804
18788,curitiba (0),agua-verde (0),banco-santander (3),SANTANDER - AGÊNCIA 4297
18789,curitiba (0),agua-verde (0),banco-santander (3),SANTANDER - AGÊNCIA 4388
18790,curitiba (0),agua-verde (0),banco-hsbc (1),HSBC - AGÊNCIA 0358
18791,curitiba (0),portao (9),itau-unibanco (6),ITAÚ - AGÊNCIA 0273
18792,curitiba (0),portao (9),itau-unibanco (6),ITAÚ - AGÊNCIA 3834
18793,curitiba (0),portao (9),itau-unibanco (6),ITAÚ - AGÊNCIA 6629
18794,curitiba (0),portao (9),itau-unibanco (6),ITAÚ - AGÊNCIA 6665
18795,curitiba (0),portao (9),itau-unibanco (6),ITAÚ - AGÊNCIA 7367
18796,curitiba (0),portao (9),itau-unibanco (6),ITAÚ - AGÊNCIA 8613
18797,curitiba (0),portao (9),banco-bradesco (4),BRADESCO - AGÊNCIA 1039
18798,curitiba (0),portao (9),banco-bradesco (4),BRADESCO - AGÊNCIA 3000
18799,curitiba (0),portao (9),banco-bradesco (4),BRADESCO - AGÊNCIA 3105
18800,curitiba (0),portao (9),banco-bradesco (4),BRADESCO - AGÊNCIA 3286
18801,curitiba (0),portao (9),banco-santander (4),SANTANDER - AGÊNCIA 1271
18802,curitiba (0),portao (9),banco-santander (4),SANTANDER - AGÊNCIA 2190
18803,curitiba (0),portao (9),banco-santander (4),SANTANDER - AGÊNCIA 4296
18804,curitiba (0),portao (9),banco-santander (4),SANTANDER - AGÊNCIA 4613
18805,curitiba (0),portao (9),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 0756
18806,curitiba (0),portao (9),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 8005
18807,curitiba (0),portao (9),caixa-economica-federal (2),CAIXA - AGÊNCIA 0375
18808,curitiba (0),portao (9),caixa-economica-federal (2),CAIXA - AGÊNCIA 2204
18809,curitiba (0),portao (9),banco-safra (1),BANCO SAFRA - AGÊNCIA 0038
18810,curitiba (0),centro-civico (4),caixa-economica-federal (4),CAIXA - AGÊNCIA 1525
18811,curitiba (0),centro-civico (4),caixa-economica-federal (4),CAIXA - AGÊNCIA 1628
18812,curitiba (0),centro-civico (4),caixa-economica-federal (4),CAIXA - AGÊNCIA 3153
18813,curitiba (0),centro-civico (4),caixa-economica-federal (4),CAIXA - AGÊNCIA 3984
18814,curitiba (0),centro-civico (4),banco-santander (3),SANTANDER - AGÊNCIA 2256
18815,curitiba (0),centro-civico (4),banco-santander (3),SANTANDER - AGÊNCIA 3335
18816,curitiba (0),centro-civico (4),banco-santander (3),SANTANDER - AGÊNCIA 4741
18817,curitiba (0),centro-civico (4),itau-unibanco (3),ITAÚ - AGÊNCIA 3705
18818,curitiba (0),centro-civico (4),itau-unibanco (3),ITAÚ - AGÊNCIA 3892
18819,curitiba (0),centro-civico (4),itau-unibanco (3),ITAÚ - AGÊNCIA 7015
18820,curitiba (0),centro-civico (4),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 1518
18821,curitiba (0),centro-civico (4),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 5820
18822,curitiba (0),centro-civico (4),banco-btg-pactual (1),BANCO BTG PACTUAL - AGÊNCIA 0012
18823,curitiba (0),centro-civico (4),banco-hsbc (1),HSBC - AGÊNCIA 0125
18824,curitiba (0),bacacheri (3),banco-bradesco (3),BRADESCO - AGÊNCIA 1197
18825,curitiba (0),bacacheri (3),banco-bradesco (3),BRADESCO - AGÊNCIA 1671
18826,curitiba (0),bacacheri (3),banco-bradesco (3),BRADESCO - AGÊNCIA 6705
18827,curitiba (0),bacacheri (3),itau-unibanco (3),ITAÚ - AGÊNCIA 0879
18828,curitiba (0),bacacheri (3),itau-unibanco (3),ITAÚ - AGÊNCIA 3812
18829,curitiba (0),bacacheri (3),itau-unibanco (3),ITAÚ - AGÊNCIA 9190
18830,curitiba (0),bacacheri (3),banco-santander (2),SANTANDER - AGÊNCIA 0808
18831,curitiba (0),bacacheri (3),banco-santander (2),SANTANDER - AGÊNCIA 3956
18832,curitiba (0),bacacheri (3),banco-hsbc (2),HSBC - AGÊNCIA 0081
18833,curitiba (0),bacacheri (3),banco-hsbc (2),HSBC - AGÊNCIA 0633
18834,curitiba (0),bacacheri (3),banco-do-brasil (1),BANCO DO BRASIL - AGÊNCIA 1243
18835,curitiba (0),bacacheri (3),caixa-economica-federal (1),CAIXA - AGÊNCIA 0371
18836,curitiba (0),bacacheri (3),poupex (1),POUPEX - AGÊNCIA 0001
18837,curitiba (0),bigorrilho (1),banco-citibank (2),CITIBANK - AGÊNCIA 0046
18838,curitiba (0),bigorrilho (1),banco-citibank (2),CITIBANK - AGÊNCIA 0118
18839,curitiba (0),bigorrilho (1),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 1519
18840,curitiba (0),bigorrilho (1),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 7416
18841,curitiba (0),bigorrilho (1),banco-santander (2),SANTANDER - AGÊNCIA 0817
18842,curitiba (0),bigorrilho (1),banco-santander (2),SANTANDER - AGÊNCIA 4403
18843,curitiba (0),bigorrilho (1),itau-unibanco (2),ITAÚ - AGÊNCIA 4015
18844,curitiba (0),bigorrilho (1),itau-unibanco (2),ITAÚ - AGÊNCIA 7826
18845,curitiba (0),bigorrilho (1),banco-bradesco (1),BRADESCO - AGÊNCIA 3329
18846,curitiba (0),bigorrilho (1),caixa-economica-federal (1),CAIXA - AGÊNCIA 1524
18847,curitiba (0),bigorrilho (1),banco-hsbc (1),HSBC - AGÊNCIA 1284
18848,curitiba (0),novo-mundo (1),banco-bradesco (2),BRADESCO - AGÊNCIA 2471
18849,curitiba (0),novo-mundo (1),banco-bradesco (2),BRADESCO - AGÊNCIA 3131
18850,curitiba (0),novo-mundo (1),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 1432
18851,curitiba (0),novo-mundo (1),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 5043
18852,curitiba (0),novo-mundo (1),caixa-economica-federal (2),CAIXA - AGÊNCIA 1971
18853,curitiba (0),novo-mundo (1),caixa-economica-federal (2),CAIXA - AGÊNCIA 2553
18854,curitiba (0),novo-mundo (1),banco-hsbc (2),HSBC - AGÊNCIA 0007
18855,curitiba (0),novo-mundo (1),banco-hsbc (2),HSBC - AGÊNCIA 0094
18856,curitiba (0),novo-mundo (1),itau-unibanco (2),ITAÚ - AGÊNCIA 1688
18857,curitiba (0),novo-mundo (1),itau-unibanco (2),ITAÚ - AGÊNCIA 7411
18858,curitiba (0),novo-mundo (1),banco-santander (1),SANTANDER - AGÊNCIA 1012
18859,curitiba (0),cidade-industrial (0),banco-bradesco (3),BRADESCO - AGÊNCIA 2596
18860,curitiba (0),cidade-industrial (0),banco-bradesco (3),BRADESCO - AGÊNCIA 2933
18861,curitiba (0),cidade-industrial (0),banco-bradesco (3),BRADESCO - AGÊNCIA 3956
18862,curitiba (0),cidade-industrial (0),banco-santander (3),SANTANDER - AGÊNCIA 0814
18863,curitiba (0),cidade-industrial (0),banco-santander (3),SANTANDER - AGÊNCIA 1194
18864,curitiba (0),cidade-industrial (0),banco-santander (3),SANTANDER - AGÊNCIA 1552
18865,curitiba (0),cidade-industrial (0),itau-unibanco (2),ITAÚ - AGÊNCIA 7222
18866,curitiba (0),cidade-industrial (0),itau-unibanco (2),ITAÚ - AGÊNCIA 7473
18867,curitiba (0),cidade-industrial (0),caixa-economica-federal (1),CAIXA - AGÊNCIA 2997
18868,curitiba (0),cidade-industrial (0),banco-hsbc (1),HSBC - AGÊNCIA 0672
18869,curitiba (0),merces (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 3511
18870,curitiba (0),merces (0),banco-do-brasil (2),BANCO DO BRASIL - AGÊNCIA 8004
18871,curitiba (0),merces (0),banco-santander (2),SANTANDER - AGÊNCIA 0807
18872,curitiba (0),merces (0),banco-santander (2),SANTANDER - AGÊNCIA 4405
18873,curitiba (0),merces (0),itau-unibanco (2),ITAÚ - AGÊNCIA 0255
18874,curitiba (0),merces (0),itau-unibanco (2),ITAÚ - AGÊNCIA 3813
18875,curitiba (0),merces (0),banco-bradesco (1),BRADESCO - AGÊNCIA 2015
18876,curitiba (0),merces (0),caixa-economica-federal (1),CAIXA - AGÊNCIA 0374
18877,curitiba (0),merces (0),banco-hsbc (1),HSBC - AGÊNCIA 0058
18878,curitiba (0),merces (0),planner-corretora (1),PLANNER CORRETORA - AGÊNCIA 0001
18879,curitiba (0),reboucas (0),banco-bradesco (2),BRADESCO - AGÊNCIA 2160
18880,curitiba (0),reboucas (0),banco-bradesco (2),BRADESCO - AGÊNCIA 2607
18881,curitiba (0),reboucas (0),banco-santander (2),SANTANDER - AGÊNCIA 0828
18882,curitiba (0),reboucas (0),banco-santander (2),SANTANDER - AGÊNCIA 3731
18883,curitiba (0),reboucas (0),caixa-economica-federal (2),CAIXA - AGÊNCIA 1627
18884,curitiba (0),reboucas (0),caixa-economica-federal (2),CAIXA - AGÊNCIA 1633
18885,curitiba (0),reboucas (0),itau-unibanco (2),ITAÚ - AGÊNCIA 3836
18886,curitiba (0),reboucas (0),itau-unibanco (2),ITAÚ - AGÊNCIA 8629
18887,curitiba (0),reboucas (0),banco-do-brasil (1),BANCO DO BRASIL - AGÊNCIA 3007
